initial_diameter_um,time_ms,T_K,p_Pa,rho_kg_m3,O2_fraction,C7H16_fraction,vel_mag_m_s,distance_from_inlet_m,radial_distance_m
10,4.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036157607262496947,-0.0025000000000000005,0.015811388300841896
10,5.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036157607262496947,-0.0025000000000000005,0.015811388300841896
10,6.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036157607262496947,-0.0025000000000000005,0.015811388300841896
10,7.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036157607262496947,-0.0025000000000000005,0.015811388300841896
10,8.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036157607262496947,-0.0025000000000000005,0.015811388300841896
10,9.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036157607262496947,-0.0025000000000000005,0.015811388300841896
10,10.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036157607262496947,-0.0025000000000000005,0.015811388300841896
10,0.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036156958871388044,-0.0025000000000000005,0.015
10,1.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036156958871388044,-0.0025000000000000005,0.015
10,2.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036156958871388044,-0.0025000000000000005,0.015
10,3.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036156958871388044,-0.0025000000000000005,0.015
10,4.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036156958871388044,-0.0025000000000000005,0.015
10,5.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036156958871388044,-0.0025000000000000005,0.015
10,6.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036156958871388044,-0.0025000000000000005,0.015
10,7.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036156958871388044,-0.0025000000000000005,0.015
10,8.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036156958871388044,-0.0025000000000000005,0.015
10,9.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036156958871388044,-0.0025000000000000005,0.015
10,10.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00036156958871388044,-0.0025000000000000005,0.015
10,0.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0004229589619607745,-0.0025000000000000005,0.03162277660168379
10,1.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0004229589619607745,-0.0025000000000000005,0.03162277660168379
10,2.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0004229589619607745,-0.0025000000000000005,0.03162277660168379
10,3.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0004229589619607745,-0.0025000000000000005,0.03162277660168379
10,4.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0004229589619607745,-0.0025000000000000005,0.03162277660168379
10,5.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0004229589619607745,-0.0025000000000000005,0.03162277660168379
10,6.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0004229589619607745,-0.0025000000000000005,0.03162277660168379
10,7.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0004229589619607745,-0.0025000000000000005,0.03162277660168379
10,8.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0004229589619607745,-0.0025000000000000005,0.03162277660168379
10,9.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0004229589619607745,-0.0025000000000000005,0.03162277660168379
10,10.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0004229589619607745,-0.0025000000000000005,0.03162277660168379
10,0.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00046530867130752763,-0.0025000000000000005,0.0304138126514911
10,1.0,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00046530867130752763,-0.0025000000000000005,0.0304138126514911
