diameter_um,evaporation_time_ms,emissions_proxy
10.0,40.516418876546226,20258.209438273112
9.875822233632189,40.516418876546226,19758.209438273112
9.750063055211886,40.516418876546226,19258.209438273112
9.62266046220647,40.516418876546226,18758.209438273112
9.493548291403775,40.516418876546226,18258.209438273112
9.3626558172091,40.516418876546226,17758.209438273112
9.229907298658166,40.516418876546226,17258.209438273112
9.095221466909269,40.516418876546226,16758.209438273112
8.958510943367266,40.516418876546226,16258.209438273112
8.819681576606662,40.516418876546226,15758.209438273112
8.67863168379894,40.516418876546226,15258.209438273112
10.0,40.516196392339154,20258.098196169576
9.875821547455084,40.516196392339154,19758.098196169576
9.750061665156597,40.516196392339154,19258.098196169576
9.622658349517266,40.516196392339154,18758.098196169576
9.493545436174648,40.516196392339154,18258.098196169576
9.362652198276436,40.516196392339154,17758.098196169576
9.229902893479906,40.516196392339154,17258.098196169576
9.095216251428377,40.516196392339154,16758.098196169576
8.958504891856956,40.516196392339154,16258.098196169576
8.819674661494215,40.516196392339154,15758.098196169576
8.67862387546443,40.516196392339154,15258.098196169576
10.0,40.51619664533498,20258.09832266749
9.875821548235367,40.51619664533498,19758.09832266749
9.750061666737293,40.51619664533498,19258.09832266749
9.622658351919705,40.51619664533498,18758.09832266749
9.493545439421464,40.51619664533498,18258.09832266749
9.362652202391695,40.51619664533498,17758.09832266749
9.229902898489241,40.51619664533498,17258.09832266749
9.095216257359146,40.51619664533498,16758.09832266749
8.958504898738411,40.51619664533498,16258.098322667489
8.819674669357717,40.51619664533498,15758.098322667489
8.678623884343656,40.51619664533498,15258.098322667489
10.0,40.511981415653736,20255.990707826866
9.875808546355621,40.511981415653736,19755.990707826866
9.75003532755351,40.511981415653736,19255.990707826866
9.622618320021438,40.511981415653736,18755.990707826866
9.493491337599828,40.511981415653736,18255.990707826866
9.36258362960533,40.511981415653736,17755.990707826866
9.229819427574109,40.511981415653736,17255.990707826866
9.095117432441167,40.511981415653736,16755.990707826866
8.958390232299884,40.511981415653736,16255.990707826868
8.819543638898596,40.511981415653736,15755.990707826868
8.678475928566458,40.511981415653736,15255.990707826868
10.0,40.511314612726636,20255.65730636332
9.875806489351964,40.511314612726636,19755.65730636332
9.750031160475988,40.511314612726636,19255.65730636332
9.62261198663747,40.511314612726636,18755.65730636332
9.493482778227678,40.511314612726636,18255.65730636332
9.362572780792247,40.511314612726636,17755.65730636332
9.229806221733924,40.511314612726636,17255.65730636332
9.095101797444855,40.511314612726636,16755.65730636332
8.958372091011348,40.511314612726636,16255.657306363319
8.81952290864633,40.511314612726636,15755.657306363319
8.67845252053981,40.511314612726636,15255.657306363319
10.0,40.511314744038785,20255.657372019392
9.875806489757052,40.511314744038785,19755.657372019392
9.750031161296617,40.511314744038785,19255.657372019392
9.622611987884712,40.511314744038785,18755.657372019392
9.493482779913286,40.511314744038785,18255.657372019392
9.36257278292872,40.511314744038785,17755.657372019392
9.229806224334567,40.511314744038785,17255.657372019392
9.095101800523878,40.511314744038785,16755.657372019392
8.958372094583936,40.511314744038785,16255.657372019392
8.819522912728768,40.511314744038785,15755.657372019392
8.678452525149588,40.511314744038785,15255.657372019392
10.0,40.510071524843354,20255.035762421678
9.875802654399333,40.510071524843354,19755.035762421678
9.75002339162742,40.510071524843354,19255.035762421678
9.622600179053622,40.510071524843354,18755.035762421678
9.493466820638483,40.510071524843354,18255.035762421678
9.362552554896805,40.510071524843354,17755.035762421678
9.229781601524795,40.510071524843354,17255.035762421678
9.095072648444681,40.510071524843354,16755.035762421678
