parcel_id,initial_diameter_um,time_ms,diameter_um,T_K,p_Pa,rho_kg_m3,O2_fraction,C7H16_fraction,vel_mag_m_s,distance_from_inlet_m,radial_distance_m,evaporation_time_ms,emissions_proxy,diameter_fraction
2.0,10,5.0,9.362652202391695,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00012054085087541862,-0.0025000000000000005,0.0,40.51619664533498,17758.09832266749,0.9362652202391695
2.0,10,6.0,9.229902898489241,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00012054085087541862,-0.0025000000000000005,0.0,40.51619664533498,17258.09832266749,0.9229902898489242
2.0,10,7.0,9.095216257359146,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00012054085087541862,-0.0025000000000000005,0.0,40.51619664533498,16758.09832266749,0.9095216257359147
2.0,10,8.0,8.958504898738411,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00012054085087541862,-0.0025000000000000005,0.0,40.51619664533498,16258.098322667489,0.8958504898738411
2.0,10,9.0,8.819674669357717,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00012054085087541862,-0.0025000000000000005,0.0,40.51619664533498,15758.098322667489,0.8819674669357717
2.0,10,10.0,8.678623884343656,800.0,5000000.0,21.69,0.23400000000000004,0.0,0.00012054085087541862,-0.0025000000000000005,0.0,40.51619664533498,15258.098322667489,0.8678623884343656
3.0,10,0.0,10.0,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0003286513203032986,-0.0025000000000000005,0.018027756377319945,40.511981415653736,20255.990707826866,1.0
3.0,10,1.0,9.875808546355621,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0003286513203032986,-0.0025000000000000005,0.018027756377319945,40.511981415653736,19755.990707826866,0.9875808546355621
3.0,10,2.0,9.75003532755351,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0003286513203032986,-0.0025000000000000005,0.018027756377319945,40.511981415653736,19255.990707826866,0.975003532755351
3.0,10,3.0,9.622618320021438,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0003286513203032986,-0.0025000000000000005,0.018027756377319945,40.511981415653736,18755.990707826866,0.9622618320021438
3.0,10,4.0,9.493491337599828,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0003286513203032986,-0.0025000000000000005,0.018027756377319945,40.511981415653736,18255.990707826866,0.9493491337599828
3.0,10,5.0,9.36258362960533,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0003286513203032986,-0.0025000000000000005,0.018027756377319945,40.511981415653736,17755.990707826866,0.936258362960533
3.0,10,6.0,9.229819427574109,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0003286513203032986,-0.0025000000000000005,0.018027756377319945,40.511981415653736,17255.990707826866,0.9229819427574109
3.0,10,7.0,9.095117432441167,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0003286513203032986,-0.0025000000000000005,0.018027756377319945,40.511981415653736,16755.990707826866,0.9095117432441168
3.0,10,8.0,8.958390232299884,800.0,5000000.0,21.69,0.23400000000000007,0.0,0.0003286513203032986,-0.0025000000000000005,0.018027756377319945,40.511981415653736,16255.990707826868,0.8958390232299884
